Mosteiro	B-OBRA
Japão	B-LOCAL
e	O
os	O
Estados	B-LOCAL
Unidos	I-LOCAL
.	O
Neste	O
último	O
país	O
foi	O
popularizada	O
pelo	O
cirurgião	O
Walter	B-PESSOA
Freeman	I-PESSOA
,	O
que	O
divulgou	O
a	O
técnica	O
por	O
todo	O
o	O
seu	O
país	O
,	O
percorrendo	O
o	O
no	O
seu	O
Lobotomobile	B-COISA
,	O
e	O
criando	O
inclusivamente	O
uma	O
variante	O
em	O
que	O
espetava	O
um	O
picador	O
de	O
gelo	O
directamente	O
no	O
crânio	O
do	O
doente	O
,	O
desde	O
um	O
ponto	O
logo	O
acima	O
do	O
canal	O
lacrimal	O
com	O
a	O
ajuda	O
de	O
um	O
martelo	O
,	O
rodando-se	O
depois	O
o	O
mesmo	O
para	O
destruir	O
as	O
vias	O
aí	O
localizadas.	O
Supostamente	O
a	O
atractividade	O
deste	O
procedimento	O
seria	O
o	O
seu	O
baixo	O
custo	O
e	O
o	O
desejo	O
social	O
de	O
silenciar	O
doentes	O
psiquiátricos	O
incómodos.	O
A	O
leucotomia	O
ganhou	O
tal	O
popularidade	O
que	O
foi	O
inclusivamente	O
praticada	O
em	O
crianças	O
com	O
mau	O
comportamento.	O
Cerca	B-VALOR
de	I-VALOR
50.000	I-VALOR
doentes	O
foram	O
tratados	O
só	O
nos	O
Estados	B-LOCAL
Unidos	I-LOCAL
.	O
Com	O
a	O
ajuda	O
destes	O
abusos	O
,	O
a	O
leucotomia	O
foi	O
abandonada	O
quando	O
surgiram	O
os	O
primeiros	O
fármacos	O
antipsicóticos.	O
Durante	B-TEMPO
muito	I-TEMPO
tempo	I-TEMPO
foi	O
considerada	O
algo	O
injustamente	O
como	O
um	O
episódio	O
barbárico	O
na	O
história	O
da	O
Psiquiatria	B-ABSTRACCAO
,	O
sendo	O
comum	O
a	O
comparação	O
à	O
técnica	O
da	O
flebotomia	O
(	O
ou	O
sangria	O
)	O
na	O
história	O
da	O
medicina	O
interna.	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
Este	O
espaço	O
se	O
destina	O
a	O
divulgar	O
os	O
principais	O
Programas	B-OBRA
,	O
Projetos	B-OBRA
e	O
Ações	B-OBRA
desenvolvidos	O
pela	O
Coordenação-Geral	B-ORGANIZACAO
de	I-ORGANIZACAO
Educação	I-ORGANIZACAO
Ambiental	I-ORGANIZACAO
que	O
tem	O
como	O
eixos	O
centrais	O
:	O
Fortalecimento	B-OBRA
da	I-OBRA
Política	I-OBRA
Nacional	I-OBRA
de	I-OBRA
Educação	I-OBRA
Ambiental	I-OBRA
--	O
-SENTENCE	O
--	O
Lei	O
9795/99	O
;	O
Formação	B-OBRA
Continuada	I-OBRA
na	I-OBRA
Educação	I-OBRA
Básica	I-OBRA
;	O
Fomento	O
a	O
projetos	O
de	O
Educação	O
Ambiental	O
;	O
Educação	B-OBRA
Ambiental	I-OBRA
no	I-OBRA
Ensino	I-OBRA
Superior	I-OBRA
.Estas	O
ações	O
,	O
em	O
sua	O
maior	O
parte	O
,	O
estão	O
em	O
consonância	O
com	O
as	O
ações	O
procedidas	O
no	O
âmbito	O
da	O
Diretoria	B-ORGANIZACAO
de	I-ORGANIZACAO
Educação	I-ORGANIZACAO
Ambiental	I-ORGANIZACAO
--	O
-SENTENCE	O
--	O
DEA	B-ORGANIZACAO
,	O
do	O
Ministério	B-ORGANIZACAO
do	I-ORGANIZACAO
Meio	I-ORGANIZACAO
Ambiente	I-ORGANIZACAO
;	O
guardadas	O
suas	O
competências	O
e	O
atribuições	O
específicas.	O
Enraizamento	O
da	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
no	O
Brasil	B-LOCAL
Ações	O
do	O
Órgão	B-ORGANIZACAO
Gestor	I-ORGANIZACAO
desenvolvidas	O
junto	O
às	O
Unidades	B-ORGANIZACAO
da	O
Federação	B-ORGANIZACAO
,	O
a	O
fim	O
de	O
articular	O
e	O
fortalecer	O
entidades	O
,	O
instituições	O
e	O
colegiados	O
que	O
trabalham	O
com	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
,	O
incentivando	O
a	O
organicidade	O
entre	O
as	O
ações	O
,	O
projetos	O
e	O
programas.	O
Mapeamento	O
da	O
EA	B-ABSTRACCAO
no	O
Ensino	B-ABSTRACCAO
Superior	I-ABSTRACCAO
Contribuir	O
para	O
a	O
ampliação	O
do	O
debate	O
a	O
respeito	O
da	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
(	O
EA	B-ABSTRACCAO
)	O
em	O
instituições	O
de	O
educação	O
superior	O
(	O
IES	B-ORGANIZACAO
)	O
brasileiras	O
,	O
com	O
vistas	O
à	O
reflexão	O
sobre	O
políticas	O
públicas	O
educacionais	O
que	O
considerem	O
a	O
dimensão	O
ambiental	O
na	O
formação	O
dos	O
profissionais	O
de	O
nível	O
superior	O
das	O
diferentes	O
áreas	O
do	O
conhecimento.	O
Ver	O
síntese	O
da	O
pesquisa.	O
O	O
que	O
fazem	O
as	O
escolas	O
que	O
dizem	O
que	O
fazem	O
EA	B-ABSTRACCAO
Quais	O
são	O
os	O
caminhos	O
utilizados	O
pelas	O
escolas	O
em	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
?	O
Para	O
responder	O
a	O
essa	O
pergunta	O
,	O
uma	O
parceria	O
entre	O
a	O
Secretaria	B-ORGANIZACAO
de	I-ORGANIZACAO
Educação	I-ORGANIZACAO
Continuada	I-ORGANIZACAO
,	I-ORGANIZACAO
Alfabetização	I-ORGANIZACAO
e	I-ORGANIZACAO
Diversidade	I-ORGANIZACAO
--	O
-SENTENCE	O
--	O
SECAD/MEC	B-ORGANIZACAO
,	O
o	O
INEP	B-ORGANIZACAO
e	O
a	O
Associação	B-ORGANIZACAO
Nacional	I-ORGANIZACAO
de	I-ORGANIZACAO
Pesquisa	I-ORGANIZACAO
em	I-ORGANIZACAO
Educação	I-ORGANIZACAO
--	O
-SENTENCE	O
--	O
ANPED	B-ORGANIZACAO
possibilitou	O
a	O
elaboração	O
de	O
uma	O
pesquisa	O
para	O
aprofundar	O
os	O
dados	O
obtidos	O
no	O
Censo	B-OBRA
Escolar	I-OBRA
(	O
2001-2004	B-TEMPO
)	O
e	O
conhecer	O
melhor	O
como	O
estas	O
alternativas	O
são	O
processadas	O
e	O
significadas	O
nos	O
diferentes	O
contextos	O
escolares	O
,	O
possibilitando	O
uma	O
compreensão	O
qualitativa	O
dos	O
caminhos	O
de	O
inserção	O
da	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
no	O
ensino	O
fundamental.	O
Educação	B-OBRA
de	I-OBRA
Chico	I-OBRA
Mendes	I-OBRA
Programa	O
de	O
fomento	O
a	O
projetos	O
de	O
educação	O
ambiental	O
no	O
ensino	O
básico	O
O	O
Programa	B-OBRA
Educação	I-OBRA
de	I-OBRA
Chico	I-OBRA
Mendes	I-OBRA
surgiu	O
para	O
dar	O
continuidade	O
à	O
construção	O
permanente	O
da	O
educação	O
ambiental	O
e	O
à	O
promoção	O
de	O
um	O
círculo	O
virtuoso	O
na	O
busca	O
do	O
conhecimento	O
,	O
pesquisa	O
e	O
geração	O
de	O
saber	O
e	O
ações	O
transformadoras	O
a	O
partir	O
das	O
escolas	O
e	O
das	O
comunidades	O
locais.	O
[	O
...	O
]	O
-	O
Formação	O
continuada	O
de	O
professores	O
em	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
A	O
Resolução	O
nº	O
13	O
do	O
FNDE	B-ORGANIZACAO
dá	O
continuidade	O
do	O
Programa	B-OBRA
Vamos	I-OBRA
Cuidar	I-OBRA
do	I-OBRA
Brasil	I-OBRA
com	I-OBRA
as	I-OBRA
Escolas	I-OBRA
,	O
estabelecendo	O
normas	O
para	O
o	O
apoio	O
financeiro	O
a	O
projetos	O
de	O
formação	O
de	O
professores	O
em	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
.	O
Tais	O
projetos	O
de	O
formação	O
envolverão	O
professores	O
do	O
segundo	O
ciclo	O
do	O
ensino	O
fundamental	O
(	O
5a	O
a	O
8a	O
séries	O
)	O
,	O
de	O
escolas	O
públicas	O
que	O
participaram	O
do	O
processo	O
da	O
II	B-ACONTECIMENTO
Conferência	I-ACONTECIMENTO
Nacional	I-ACONTECIMENTO
Infanto-Juvenil	I-ACONTECIMENTO
pelo	I-ACONTECIMENTO
Meio	I-ACONTECIMENTO
Ambiente	I-ACONTECIMENTO
;	O
e	O
à	O
elaboração	O
,	O
aquisição	O
,	O
reimpressão	O
ou	O
reprodução	O
do	O
material	O
didático	O
empregado	O
na	O
formação.	O
O	O
objetivo	O
desta	O
ação	O
,	O
é	O
estimular	O
,	O
em	O
professores	O
,	O
alunos	O
e	O
gestores	O
de	O
educação	O
,	O
a	O
leitura	O
crítica	O
da	O
realidade	O
a	O
partir	O
da	O
diversidade	O
e	O
do	O
meio	O
ambiente	O
e	O
a	O
participação	O
no	O
processo	O
de	O
construção	O
de	O
conhecimentos	O
,	O
pesquisa	O
e	O
intervenção	O
cidadã	O
com	O
base	O
em	O
valores	O
voltados	O
à	O
sustentabilidade	O
da	O
vida	O
em	O
suas	O
múltiplas	O
dimensões.	O
Os	O
projetos	O
de	O
formação	O
devem	O
aprimorar	O
a	O
qualidade	O
da	O
abordagem	O
da	O
educação	O
ambiental	O
que	O
,	O
segundo	O
Censo	B-OBRA
do	O
INEP	B-ORGANIZACAO
,	O
encontra	O
presente	O
em	O
94,5	B-VALOR
%	I-VALOR
d	O
as	O
escolas	O
do	O
ensino	O
fundamental	O
do	O
Brasil	B-LOCAL
.	O
Portfolio	O
do	O
Órgão	B-ORGANIZACAO
Gestor	I-ORGANIZACAO
da	I-ORGANIZACAO
Política	I-ORGANIZACAO
Nacional	I-ORGANIZACAO
de	I-ORGANIZACAO
Educação	I-ORGANIZACAO
Ambiental	I-ORGANIZACAO
Reúne	O
um	O
resumo	O
de	O
todos	O
os	O
programas	O
,	O
projetos	O
e	O
ações	O
do	O
Órgão	B-ORGANIZACAO
Gestor	I-ORGANIZACAO
da	I-ORGANIZACAO
Política	I-ORGANIZACAO
Nacional	I-ORGANIZACAO
de	I-ORGANIZACAO
Educação	I-ORGANIZACAO
Ambiental	I-ORGANIZACAO
.	O
Programa	B-OBRA
Juventude	I-OBRA
e	I-OBRA
Meio	I-OBRA
Ambiente	I-OBRA
Este	O
Programa	B-OBRA
se	O
propõe	O
a	O
incentivar	O
e	O
a	O
aprofundar	O
o	O
debate	O
socioambiental	O
com	O
foco	O
em	O
políticas	O
públicas	O
,	O
deflagrando	O
um	O
processo	O
de	O
formação	O
de	O
jovens	O
e	O
de	O
fortalecimento	O
dos	O
Coletivos	B-ORGANIZACAO
Jovens	I-ORGANIZACAO
de	I-ORGANIZACAO
Meio	I-ORGANIZACAO
Ambiente	I-ORGANIZACAO
existentes	O
em	O
todo	O
o	O
país.	O
A	O
proposta	O
dos	O
Coletivos	B-PESSOA
Jovens	I-PESSOA
vem	O
sendo	O
construída	O
e	O
implementada	O
desde	B-TEMPO
2003	I-TEMPO
,	O
a	O
partir	O
da	O
realização	O
da	O
I	B-ACONTECIMENTO
Conferência	I-ACONTECIMENTO
Nacional	I-ACONTECIMENTO
Infanto-Juvenil	I-ACONTECIMENTO
pelo	I-ACONTECIMENTO
Meio	I-ACONTECIMENTO
Ambiente	I-ACONTECIMENTO
.	O
(	O
*acesse	O
a	O
proposta	O
de	O
identidade	O
visual	O
dos	O
Coletivos	B-ORGANIZACAO
Jovens	I-ORGANIZACAO
para	O
compreender	O
melhor	O
esses	O
grupos*	O
)	O
O	O
Manual	B-OBRA
Orientador	I-OBRA
para	I-OBRA
Coletivos	I-OBRA
Jovens	I-OBRA
de	I-OBRA
Meio	I-OBRA
Ambiente	I-OBRA
é	O
uma	O
das	O
publicações	O
do	O
Programa	B-OBRA
,	O
e	O
tem	O
como	O
objetivo	O
contribuir	O
para	O
o	O
fortalecimento	O
dos	O
Coletivos	B-PESSOA
Jovens	I-PESSOA
(	O
CJs	B-PESSOA
)	O
já	O
existentes	O
e	O
estimular	O
a	O
formação	O
de	O
novos	O
Coletivos	B-PESSOA
Jovens	I-PESSOA
em	O
municípios.A	O
principal	O
linha	O
de	O
ação	O
do	O
Programa	B-OBRA
é	O
a	O
formação	O
de	O
jovens	O
na	O
área	O
socioambiental	O
,	O
em	O
cinco	O
temas	O
principais	O
:	O
Educação	B-ABSTRACCAO
Ambiental	I-ABSTRACCAO
;	O
Fortalecimento	B-ABSTRACCAO
Organizacional	I-ABSTRACCAO
;	O
Educomunicação	B-ABSTRACCAO
;	O
Empreendedorismo	B-ABSTRACCAO
;	O
e	O
Participação	B-ABSTRACCAO
Política	I-ABSTRACCAO
.	O
Trata-se	O
de	O
um	O
processo	O
de	O
formação	O
presencial	O
e	O
a	O
distância	O
,	O
e	O
que	O
envolverá	O
jovens	O
de	O
todos	O
os	O
estados	O
brasileiros.	O
Orientações	O
Curriculares	O
Ensino	B-ABSTRACCAO
Médio	I-ABSTRACCAO
A	O
Secretaria	B-ORGANIZACAO
de	I-ORGANIZACAO
Educação	I-ORGANIZACAO
Continuada	I-ORGANIZACAO
,	I-ORGANIZACAO
Alfabetização	I-ORGANIZACAO
e	I-ORGANIZACAO
Diversidade	I-ORGANIZACAO
(	O
SECAD	B-ORGANIZACAO
)	O
foi	O
convidada	O
pelo	O
departamento	O
de	O
Ensino	B-ABSTRACCAO
Médio	I-ABSTRACCAO
da	O
Secretaria	B-ORGANIZACAO
de	I-ORGANIZACAO
Educação	I-ORGANIZACAO
Básica	I-ORGANIZACAO
(	O
SEB	B-ORGANIZACAO
)	O
a	O
participar	O
do	O
processo	O
de	O
reelaboração	O
dos	O
Parâmetros	B-OBRA
Curriculares	I-OBRA
Nacionais	I-OBRA
do	I-OBRA
Ensino	I-OBRA
Médio	I-OBRA
,	O
no	O
intuito	O
de	O
produzir	O
textos	O
que	O
contemplassem	O
a	O
perspectiva	O
da	O
diversidade.Nesse	O
sentido	O
,	O
a	O
SECAD	B-ORGANIZACAO
fez	O
uma	O
oficina	O
com	O
a	O
participação	O
de	O
suas	O
coordenações-gerais	O
onde	O
foi	O
trabalhada	O
a	O
questão	O
da	O
diversidade	O
no	O
currículo	O
como	O
forma	O
de	O
orientar	O
as	O
atividades	O
pedagógicas	O
,	O
ou	O
seja	O
,	O
definir	O
qual	O
a	O
concepção	O
de	O
currículo	O
e	O
diversidade	O
que	O
se	O
quer	O
trabalhar	O
,	O
quais	O
os	O
objetivos	O
e	O
qual	O
a	O
melhor	O
maneira	O
de	O
inserir	O
as	O
diferentes	O
temáticas	O
nas	O
áreas	O
e	O
disciplinas	O
do	O
ensino	O
médio.	O
Cada	O
coordenação	O
produziu	O
um	O
texto	O
procurando	O
articular	O
as	O
várias	O
temáticas	O
,	O
que	O
resultará	O
num	O
Caderno	B-OBRA
de	I-OBRA
Diversidade	I-OBRA
para	O
acompanhar	O
os	O
Parâmetros	B-OBRA
Curriculares	I-OBRA
Nacionais	I-OBRA
do	I-OBRA
Ensino	I-OBRA
Médio	I-OBRA
.	O
Com-vida	B-OBRA
MEC	I-OBRA
Programa	B-OBRA
Institucional	I-OBRA
de	I-OBRA
Gestão	I-OBRA
Ambiental	I-OBRA
do	O
MEC	B-ORGANIZACAO
que	O
visa	O
a	O
melhor	O
gestão	O
dos	O
recursos	O
naturais	O
e	O
a	O
diminuição	O
dos	O
impactos	O
ambientais	O
gerados	O
pelas	O
suas	O
atividades.	O
História	O
do	O
RFID	B-COISA
A	O
tecnologia	O
de	O
RFID	B-COISA
tem	O
suas	O
raízes	O
nos	O
sistemas	O
de	O
radares	O
utilizados	O
na	O
Segunda	B-ACONTECIMENTO
Guerra	I-ACONTECIMENTO
Mundial	I-ACONTECIMENTO
.	O
Os	O
alemães	O
,	O
japoneses	O
,	O
americanos	O
e	O
ingleses	O
utilizavam	O
radares	O
--	O
que	O
foram	O
descobertos	O
em	B-TEMPO
1937	I-TEMPO
por	O
Sir	B-PESSOA
Robert	I-PESSOA
Alexander	I-PESSOA
Watson-Watt	I-PESSOA
,	O
um	O
físico	O
escocês	O
--	O
para	O
avisá-los	O
com	O
antecedência	O
de	O
aviões	O
enquanto	O
eles	O
ainda	O
estavam	O
bem	O
distantes.	O
O	O
problema	O
era	O
identificar	O
dentre	O
esses	O
aviões	O
qual	O
era	O
inimigo	O
e	O
qual	O
era	O
aliado.	O
Os	O
alemães	O
então	O
descobriram	O
que	O
se	O
os	O
seus	O
pilotos	O
girassem	O
seus	O
aviões	O
quando	O
estivessem	O
retornando	O
à	O
base	O
iriam	O
modificar	O
o	O
sinal	O
de	O
rádio	O
que	O
seria	O
refletido	O
de	O
volta	O
ao	O
radar.	O
Esse	O
método	O
simples	O
alertava	O
os	O
técnicos	O
responsáveis	O
pelo	O
radar	O
que	O
se	O
tratava	O
de	O
aviões	O
alemães	O
(	O
esse	O
foi	O
,	O
essencialmente	O
,	O
considerado	O
o	O
primeiro	O
sistema	O
passivo	O
de	O
RFID	B-COISA
)	O
.	O
Sob	O
o	O
comando	O
de	O
Watson-Watt	B-PESSOA
,	O
que	O
liderou	O
um	O
projeto	O
secreto	O
,	O
os	O
ingleses	O
desenvolveram	O
o	O
primeiro	O
identificador	O
activo	O
de	O
amigo	O
ou	O
inimigo	O
(	O
IFF	O
--	O
Identify	O
Friend	O
or	O
Foe	O
)	O
.	O
Foi	O
colocado	O
um	O
transmissor	O
em	O
cada	O
avião	O
britânico.	O
Quando	O
esses	O
transmissores	O
recebiam	O
sinais	O
das	O
estações	O
de	O
radar	O
no	O
solo	O
,	O
começavam	O
a	O
transmitir	O
um	O
sinal	O
de	O
resposta	O
,	O
que	O
identificava	O
o	O
aeroplano	O
como	O
Friendly	O
(	O
amigo	O
)	O
.	O
Os	O
RFID	B-COISA
funcionam	O
no	O
mesmo	O
princípio	O
básico.	O
Um	O
sinal	O
é	O
enviado	O
a	O
um	O
transponder	O
,	O
o	O
qual	O
é	O
ativado	O
e	O
reflete	O
de	O
volta	O
o	O
sinal	O
(	O
sistema	O
passivo	O
)	O
ou	O
transmite	O
seu	O
próprio	O
sinal	O
(	O
sistemas	O
ativos	O
)	O
.	O
Avanços	O
na	O
área	O
de	O
radares	O
e	O
de	O
comunicação	O
RF	B-COISA
(	O
Radio	B-COISA
Frequency	I-COISA
)	O
continuaram	O
através	B-TEMPO
das	I-TEMPO
décadas	I-TEMPO
de	I-TEMPO
50	I-TEMPO
e	I-TEMPO
60	I-TEMPO
.	O
Cientistas	O
e	O
acadêmicos	O
dos	O
Estados	B-LOCAL
Unidos	I-LOCAL
,	O
Europa	B-LOCAL
e	O
Japão	B-LOCAL
realizaram	O
pesquisas	O
e	O
apresentaram	O
estudos	O
explicando	O
como	O
a	O
energia	O
RF	B-COISA
poderia	O
ser	O
utilizada	O
para	O
identificar	O
objetos	O
remotamente	O
...	O
Companhias	O
começaram	O
a	O
comercializar	O
sistemas	O
antifurto	O
que	O
utilizavam	O
ondas	O
de	O
rádio	O
para	O
determinar	O
se	O
um	O
item	O
havia	O
sido	O
roubado	O
ou	O
pago	O
normalmente.	O
Era	O
o	O
advento	O
das	O
tags	O
(	O
etiquetas	O
)	O
denominadas	O
de	O
``	O
etiquetas	O
de	O
vigilância	O
eletrônica	O
''	O
as	O
quais	O
ainda	O
são	O
utilizadas	O
até	B-TEMPO
hoje	I-TEMPO
.	O
Cada	O
etiqueta	O
utiliza	O
um	O
bit.	O
Se	O
a	O
pessoa	O
paga	O
pela	O
mercadoria	O
,	O
o	O
bit	O
é	O
posto	O
em	O
off	O
ou	O
0.	O
E	O
os	O
sensores	O
não	O
dispararão	O
o	O
alarme.	O
Caso	O
o	O
contrário	O
,	O
o	O
bit	O
continua	O
em	O
on	O
ou	O
1	O
,	O
e	O
caso	O
a	O
mercadoria	O
saia	O
através	O
dos	O
sensores	O
,	O
um	O
alarme	O
será	O
disparado.	O
Autor	O
Mensagem	O
joseep	O
Site	B-LOCAL
Admin	I-LOCAL
Registo	O
:	O
12	B-TEMPO
Apr	I-TEMPO
2005	I-TEMPO
Mensagens	O
:	O
4	B-VALOR
Local/Origem	O
:	O
Lisboa	B-LOCAL
(	O
Portugal	B-LOCAL
)	O
Colocada	O
:	O
Quarta-feira	B-TEMPO
Maio	I-TEMPO
04	I-TEMPO
,	I-TEMPO
2005	I-TEMPO
23:36	B-TEMPO
Assunto	O
:	O
Como	O
efectuar	O
um	O
Registo	O
(	O
tem	O
vantagens	O
)	O
Gostaria	O
muito	O
,	O
que	O
os	O
Acólitos	B-PESSOA
,	O
se	O
registassem	O
no	O
forum	O
,	O
de	O
modo	O
a	O
ser	O
algo	O
organizado	O
,	O
principalmente	O
os	O
da	O
AAPSE	B-ORGANIZACAO
e	O
é	O
muito	O
simples	O
,	O
querem	O
ver.	O
1º-Vão	O
ao	O
cabeçalho	O
,	O
onde	O
estão	O
várias	O
teclas	O
,	O
uma	O
delas	O
REGISTAR-SE	O
,	O
e	O
seleccionam.	O
2º-	O
Aceitam	O
o	O
contrato	O
,	O
3º	O
Preenchem	O
o	O
que	O
acharem	O
necessário	O
e	O
SUBMETEM	O
(	O
NAO	O
ESQUECER	O
USERNAME	O
,	O
PASS	O
e	O
vosso	O
e-mail	O
)	O
.	O
4º	O
Vão	O
ao	O
vosso	O
e-mail	O
,	O
que	O
colocaram	O
no	O
registo	O
,	O
e	O
vão	O
ver	O
que	O
receberam	O
um	O
novo	O
mail	O
,	O
abrem	O
e	O
carregam	O
no	O
link	O
para	O
concluir	O
o	O
registo	O
(	O
PASSO	O
MUITO	O
IMPORTANTE	O
,	O
dúvidas	O
contactem-me	O
)	O
5º	O
-	O
Quando	O
acederem	O
ao	O
forum	O
da	O
próxima	O
vez	O
vão	O
a	O
ENTRAR	O
(	O
em	O
cima	O
)	O
e	O
digitam	O
o	O
vosso	O
USERNAME	O
e	O
PASS.	O
Qualquer	O
dúvida	O
contactem	O
!	O
_________________	O
Um	O
abraço	O
,	O
José	B-PESSOA
Eduardo	I-PESSOA
Pires	I-PESSOA
Ass.	B-ORGANIZACAO
--SENTENCE--	I-ORGANIZACAO
de	I-ORGANIZACAO
Acólitos	I-ORGANIZACAO
da	O
Paróquia	B-ORGANIZACAO
de	I-ORGANIZACAO
Santo	I-ORGANIZACAO
Eugénio	I-ORGANIZACAO
Quadrinhos	O
e	O
pop	O
art	O
-	O
É	O
neste	O
processo	O
de	O
renovação	O
da	O
sociedade	O
norte-americana	O
que	O
a	O
pop	O
art	O
ganha	O
um	O
impulso	O
e	O
,	O
de	O
certa	O
forma	O
,	O
contribui	O
para	O
que	O
os	O
quadrinhos	O
voltem	O
de	O
novo	O
a	O
ser	O
tratados	O
como	O
coisa	O
séria.	O
Os	O
artistas	O
procuravam	O
demolir	O
a	O
rigidez	O
e	O
a	O
seriedade	O
das	O
artes	O
plásticas	O
através	O
de	O
ícones	O
da	O
sociedade	O
ocidental.	O
Garrafas	O
de	O
Coca	B-COISA
Cola	I-COISA
,	O
latas	O
de	O
sopa	O
,	O
símbolos	O
gráficos	O
usados	O
em	O
estações	O
de	O
metrô	O
eram	O
usados	O
em	O
associações	O
livres	O
que	O
permitiam	O
o	O
estabelecimento	O
de	O
relações	O
simbólicas	O
e	O
afetivas	O
com	O
as	O
obras	O
em	O
questão.	O
Era	O
uma	O
arte	O
que	O
se	O
valia	O
da	O
repetição	O
de	O
signos	O
conhecidos	O
no	O
intuito	O
de	O
buscar	O
uma	O
identificação	O
com	O
o	O
público	O
a	O
que	O
ela	O
se	O
destinava.	O
A	O
idéia	O
era	O
eliminar	O
as	O
barreiras	O
entre	O
as	O
culturas	O
erudita	O
e	O
popular.	O
Sendo	O
assim	O
,	O
é	O
compreensível	O
que	O
os	O
grandes	O
nomes	O
da	O
pop	O
art	O
utilizassem	O
também	O
as	O
histórias	O
em	O
quadrinhos	O
como	O
um	O
elemento	O
a	O
mais	O
dentro	O
de	O
seus	O
trabalhos.	O
Afinal	O
,	O
a	O
linguagem	O
das	O
HQs	B-COISA
,	O
um	O
balão	O
de	O
texto	O
ligado	O
a	O
uma	O
imagem	O
,	O
possibilita	O
a	O
compreensão	O
imediata	O
da	O
mensagem.	O
Além	O
do	O
que	O
,	O
graficamente	O
,	O
eles	O
dispunham	O
de	O
inúmeras	O
referências	O
que	O
serviriam	O
de	O
parâmetro	O
para	O
os	O
pintores	O
pop.	O
Isso	O
pode	O
ser	O
visto	O
na	O
obra	O
de	O
Roy	B-PESSOA
Lichtenstein	I-PESSOA
e	O
seus	O
painéis	O
diretamente	O
copiados	O
de	O
tiras	O
de	O
jornal	O
e	O
,	O
em	O
menor	O
escala	O
,	O
no	O
trabalho	O
de	O
Andy	B-PESSOA
Warhol	I-PESSOA
.	O
Neste	O
caso	O
,	O
mais	O
em	O
decorrência	O
da	O
forma	O
como	O
ele	O
dispunha	O
suas	O
obras	O
-	O
utilizando	O
a	O
narrativa	O
seqüencial	O
em	O
cores	O
primárias	O
nos	O
célebres	O
retratos	O
de	O
Marilyn	B-PESSOA
Monroe	I-PESSOA
,	O
Mao	B-PESSOA
Tsé	I-PESSOA
Tung	I-PESSOA
e	O
James	B-PESSOA
Dean	I-PESSOA
-	O
do	O
que	O
propriamente	O
por	O
se	O
comportar	O
como	O
um	O
quadrinhista	O
tradicional.	O
Ao	O
levar	O
para	O
as	O
galerias	O
a	O
estética	O
das	O
HQs	B-COISA
,	O
a	O
pop	O
arte	O
fez	O
com	O
que	O
os	O
quadrinhos	O
ganhassem	O
de	O
volta	O
o	O
respeito	O
que	O
haviam	O
perdido	O
na	B-TEMPO
década	I-TEMPO
de	I-TEMPO
50	I-TEMPO
.	O
Claro	O
que	O
isso	O
não	O
seria	O
possível	O
sem	O
a	O
renovação	O
promovida	O
pelos	O
Comix	B-ABSTRACCAO
.	O
Com	O
a	O
pop	O
art	O
os	O
quadrinhos	O
passaram	O
a	O
ser	O
aceitos	O
por	O
uma	O
camada	O
mais	O
intelectualizada	O
da	O
sociedade.	O
Jules	B-PESSOA
Feiffer	I-PESSOA
tem	O
suas	O
tiras	O
publicadas	O
nas	O
páginas	O
da	O
elitista	O
New	O
Yorker.	O
Na	O
Europa	B-LOCAL
,	O
François	B-PESSOA
Truffaut	I-PESSOA
,	O
Alain	B-PESSOA
Resnais	I-PESSOA
,	O
Federico	B-PESSOA
Fellini	I-PESSOA
e	O
Umberto	B-PESSOA
Eco	I-PESSOA
,	O
teorizam	O
sobre	O
as	O
HQs	B-COISA
e	O
declaram	O
seu	O
amor	O
aos	O
quadrinistas	O
norte-americanos.	O
Com	O
a	O
benção	O
da	O
pop	O
art	O
,	O
finalmente	O
as	O
histórias	O
em	O
quadrinhos	O
viraram	O
coisa	O
de	O
gente	O
grande.	O
A	O
quebra	O
de	O
valores	O
promovida	O
pela	O
pop	O
art	O
,	O
pela	O
contracultura	O
,	O
pelos	O
comix	O
e	O
pela	O
beat	O
generation	O
influenciou	O
ainda	O
o	O
jornalismo	O
e	O
a	O
literatura.	O
Hunter	B-PESSOA
S.	I-PESSOA
Thompson	I-PESSOA
e	O
Tom	B-PESSOA
Wolfe	I-PESSOA
criam	O
o	O
``	O
new	O
journalism	O
''	O
e	O
inventam	O
uma	O
nova	O
forma	O
de	O
narrativa	O
,	O
misturando	O
a	O
notícia	O
a	O
impressões	O
pessoais	O
e	O
estados	O
alterados	O
de	O
consciência.	O
Se	O
,	O
por	O
um	O
lado	O
,	O
Thompson	B-PESSOA
experimentou	O
todos	O
os	O
tipos	O
de	O
substâncias	O
legais	O
e	O
ilegais	O
para	O
escrever	O
Fear	B-OBRA
&	I-OBRA
amp	I-OBRA
